job_title_clean,industry_clean,position_ID
Director Of Operations,Hospitality And Events,12096
Auto Liability Claims Adjuster,Insurance,12097
IT Specialist (Quality Assurance),Computing Or Tech,12098
Validation Analyst,Engineering Or Manufacturing,12099
Clinical Educator,Health Care,12100
Creative Technologist,Computing Or Tech,12101
Marketing Project Manager,Retail,12102
HR Specialist II,Nonprofits,12103
Schedule Planner,Retail,12104
DSP Engineer,Engineering Or Manufacturing,12105
Senior Data Analyst,"Marketing, Advertising And Pr",12106
Sr. SEO Strategist,Media And Digital,12107
Design Analysis Engineer,Engineering Or Manufacturing,12108
Pr And Communications Intern,Retail,12109
Director Of Research,Education (Higher Education),12110
Reports And Analytics Manager,Education (Primary/Secondary),12111
Defense Contractor,Business Or Consulting,12112
"Director, Program Management",Engineering Or Manufacturing,12113
Park Ranger,"Parks And Recreation, Land Management But With Customer Service Included",12114
Communication Designer,Art And Design,12115
Executive Recruiter,Recruitment Or Hr,12116
Adjuster,Insurance,12117
Outsourcing,"Marketing, Advertising And Pr",12118
Director of process improvement ,Government And Public Administration,12119
Curator Of Education And Public Programs,Nonprofits,12120
Senior Researcher,Research And Evaluation,12121
Cte Marketing Teacher,Education (Primary/Secondary),12122
Team Leader,Arts Administration,12123
Procurement Coordinator,Government And Public Administration,12124
Restaurant Accountant,Retail,12125
TV commercial assistant editor,Media And Digital,12126
Founder,Computing Or Tech,12127
Hr Analyst,Health Care,12128
Senior Production Editor,Computing Or Tech,12129
Fiscal Systems Specialist,Government And Public Administration,12130
Lab Safety Specialist,Education (Higher Education),12131
Customer Service Representative,Media And Digital,12132
Senior Embedded Systems Engineer,Computing Or Tech,12133
Manager Of Governance And Assistant To The President,Nonprofits,12134
Product And Implementation Manager,Computing Or Tech,12135
Regulatory Manager,Agriculture Or Forestry,12136
Consultant - Assistant Manager,Business Or Consulting,12137
Associate Software Developer,Computing Or Tech,12138
Senior Health Data Analyst,Computing Or Tech,12139
"Director,",,12140
Research Associate,Law,12141
Email/Marketing Automation Technologist,Government And Public Administration,12142
Surveillance Data Manager,Public Health,12143
Admin,Health Care,12144
Early Head Start Co-Lead Teacher,Early Education,12145
Assistant City Planner,Government And Public Administration,12146
Cost Accountant,Engineering Or Manufacturing,12147
Drug Policy Clinical Coordinator,Health Care,12148
Associate Director Of Resource Development,Nonprofits,12149
Copywriter,Art And Design,12150
Project Manager,Publishing,12151
Digital Strategy Director,Nonprofits,12152
Operations And Program Manager,Nonprofits,12153
Director Of Business Development,Business Or Consulting,12154
"Director, Operational Performance",Utilities And Telecommunications,12155
Coordinator Of Research Administration,Nonprofits,12156
Social Media And Content Marketing Manager,Computing Or Tech,12157
Education Program Specialist,Museum,12158
Project Assistant,Utilities And Telecommunications,12159
Requirements Analyst,Business Or Consulting,12160
Process Control Manager,Engineering Or Manufacturing,12161
HR BP,Health Care,12162
Library Associate III,Education (Higher Education),12163
Talent Advisor,Recruitment Or Hr,12164
Summer Associate,Law,12165
Salesforce Developer,Education (Higher Education),12166
Senior Product Specialist,Computing Or Tech,12167
Senior Commercial Counsel,Law,12168
Learning Manager,Nonprofits,12169
Customer Education Project Manager,Beauty,12170
Product designer III,Computing Or Tech,12171
Marketing Coordinator,,12172
Vice Chancellor And General Counsel,Education (Higher Education),12173
News Videographer,Media And Digital,12174
Clinical Supervisor,Health Care,12175
Environmental Planner,Engineering Or Manufacturing,12176
Business Office Coordinator,Government And Public Administration,12177
Associate Brand Director,"Marketing, Advertising And Pr",12178
Educational Curriculum Coordinator,Nonprofits,12179
Youth Services Supervisor,Public Library,12180
Managing Editor,"Music, Education",12181
Senior Data Scientist,Utilities And Telecommunications,12182
Assistant Vice President,"Marketing, Advertising And Pr",12183
Aquarist,Agriculture Or Forestry,12184
Senior Product Owner,Computing Or Tech,12185
Software,Computing Or Tech,12186
Clinical Lab Assistant,Health Care,12187
Inside Quotations,Property Or Construction,12188
Sr. Director,Business Or Consulting,12189
Technology Manager,Computing Or Tech,12190
Print And Mail Clerk,Law,12191
Systems Engineer,Insurance,12192
Leadership Development Consultant,Recruitment Or Hr,12193
User Experience Designer Apprentice,Media And Digital,12194
Qualifications Engineer,Engineering Or Manufacturing,12195
Sales Analyst,Hospitality And Events,12196
Advertising And Events Manager,Nonprofits,12197
"Specialist, Hr Systems And Projects",Education (Primary/Secondary),12198
Customer Service Manager,Utilities And Telecommunications,12199
Director of digital strategy,"Marketing, Advertising And Pr",12200
Manager,Transport Or Logistics,12201
Data And Quality Assurance Manager,Nonprofits,12202
Senior Digital Consultant ,"Marketing, Advertising And Pr",12203
Campaign Manager,Political Campaigns,12204
Dir Of Marketing,"Marketing, Advertising And Pr",12205
Administrative Associate,Health Care,12206
Quality Assurance Assistant,Probiotics,12207
Director of BDC & CRM,Transport Or Logistics,12208
Corporate Paralegal,Law,12209
Associate Consultant,Education (Higher Education),12210
Principal Software Developer,Computing Or Tech,12211
Phd Fellow/Assistant Lecturer,Education (Higher Education),12212
Fast Food Restaurant General Manager,Retail,12213
Commission Analyst,Sales Operations,12214
Senior Data Analyst,Insurance,12215
Resource Advisor/Officer,"Accounting, Banking And Finance",12216
Chief Of Staff,Education (Primary/Secondary),12217
Professional Faculty,Education (Higher Education),12218
Planning Manager,Transport Or Logistics,12219
Minister of music and worship,Nonprofits,12220
"Senior VP, Internal Communications ","Accounting, Banking And Finance",12221
Campaigns and policy coordinator ,Nonprofits,12222
Digital Preservation Officer,Education (Higher Education),12223
Group Therapist,Health Care,12224
Senior staff software engineer,Computing Or Tech,12225
Junior Mechanical Aerospace Engineer,Engineering Or Manufacturing,12226
Quality Assurance Engineer/Scrum Master,Computing Or Tech,12227
Computer System Administrator,Government And Public Administration,12228
Optical Development Engineer,Engineering Or Manufacturing,12229
Senior Associate,Government Relations,12230
Student Support Specialist (Academic Advisor),Education (Higher Education),12231
Youth Services Outreach Assistant,Library,12232
Physics Technologist,Health Care,12233
Staff Product Manager,Computing Or Tech,12234
"Associate Director, Marketing",Education (Higher Education),12235
Senior Developer,Business Or Consulting,12236
Devops Architect,Computing Or Tech,12237
Digital Preservation Librarian,Education (Higher Education),12238
Senior Communication Specialist,Government And Public Administration,12239
Accounting Manager,Recruitment Or Hr,12240
Lab Project Technician,Scientific Research,12241
Product Marketer,"Marketing, Advertising And Pr",12242
Medical Intern,Health Care,12243
Executive Assistant To Agency Head,Government And Public Administration,12244
Executive Assistant - Svp,Retail,12245
Further Education Funding And Data Consultant,Business Or Consulting,12246
Accessibility Lead,Health Care,12247
"Medical Lab Technician, ASCP",Health Care,12248
Director - It Strategy,Transport Or Logistics,12249
Content Editor,"Marketing, Advertising And Pr",12250
Unemployed,"Marketing, Advertising And Pr",12251
Assistant to the CEO/Office Manager,"Accounting, Banking And Finance",12252
Design Assistant,Art And Design,12253
Post Doctoral Research Associate,Academia,12254
Head Of Platform,Computing Or Tech,12255
MSP Engineer II,Computing Or Tech,12256
Associate Technical Staff,Engineering Or Manufacturing,12257
Senior Consultant,Health Care,12258
Account Care Representative,Business Or Consulting,12259
Senior Business Development Manager,Engineering Or Manufacturing,12260
Junior Media Buyer,"Marketing, Advertising And Pr",12261
Senior Data Manager,Education (Primary/Secondary),12262
Sales Executive,Sales,12263
Retail Communications Lead,Retail,12264
PR Manager (Account Supervisor),"Marketing, Advertising And Pr",12265
Web Designer,Computing Or Tech,12266
"Quality Manager, Testing Captain, Team Lead",Computing Or Tech,12267
Visitor Services Assistant Manager,Retail,12268
Contact Tracing Lead Investigator,Government And Public Administration,12269
E-Commerce Assistant,Retail,12270
Senior Engineer,Nonprofits,12271
Customer Success Manager - Implementation Manager And Technical Support,Computing Or Tech,12272
Software Quality Assurance And Release Manager,Computing Or Tech,12273
Payroll Specialist,Internet,12274
Sr. IT Manager,Retail,12275
"Director Of Finance And Operations, Faculty Member",Education (Higher Education),12276
Sales And Marketing Manager,"Marketing, Advertising And Pr",12277
Senior Research Associate,Biotechnology,12278
media finance analyst,"Marketing, Advertising And Pr",12279
Senior Manager Customer Support,Computing Or Tech,12280
Executive Assistant To Functional Directors,Transport Or Logistics,12281
Service Manager,Auto Repair,12282
Senior Back-End Software Engineer,Computing Or Tech,12283
Sales Excellence Manager,Computing Or Tech,12284
"Vp, Learning And Development",Computing Or Tech,12285
Product Design,Computing Or Tech,12286
Executive Administrator,Business Or Consulting,12287
Senior Product Line Manager,Computing Or Tech,12288
Product Owner,Food/Quick Service Restaurant,12289
Processing Center Rep,Insurance,12290
Community Outreach Coordinator,Nonprofits,12291
Sales And Trading,"Accounting, Banking And Finance",12292
Director Of Email Marketing And Sales Operations,Nonprofits,12293
All Source Intelligence Analyst,Intelligence,12294
Product Development Artist,Art And Design,12295
Executive Admin,"Accounting, Banking And Finance",12296
Bookkeeper,Law,12297
Community Program Manager,Computing Or Tech,12298
Production Engineer And Supervisor,Engineering Or Manufacturing,12299
Hr Generalist,Transport Or Logistics,12300
Community Health Worker,Health Care,12301
Research Assistant,Educational Products,12302
Business Development Director,Sales,12303
Online Course Developer,Computing Or Tech,12304
Talent Acquisition Advisor,Engineering Or Manufacturing,12305
Digital Librarian,Public Library,12306
Brand Management,"Marketing, Advertising And Pr",12307
Library Assistant III,Library,12308
Network Security Engineer,Computing Or Tech,12309
Corporate Educator,Beauty Manufacturing And Education,12310
Quality Assurance Technician,Health Care,12311
Assistant Library Director,Education (Higher Education),12312
Donation/Development Coordinator,Nonprofits,12313
Director Of Saas Infrastructure And Operations,Computing Or Tech,12314
VP,Nonprofits,12315
Help Desk Support Specialist,Computing Or Tech,12316
Library department manager (non-IT),Education (Higher Education),12317
"Senior Advisor, Data Science",Computing Or Tech,12318
Archivist -- Project Manager,Education (Higher Education),12319
Filing Manager,Law,12320
Owner,Storage Facility,12321
Na,Computing Or Tech,12322
Dean Of University Libraries,Education (Higher Education),12323
Writer,Education (Higher Education),12324
Acupuncturist,Health Care,12325
Benefit Payments Representative,Insurance,12326
"Director,",Energy,12327
Director Of Data And Reporting,Retail,12328
SEO Coordinator,"Marketing, Advertising And Pr",12329
Curator,Museum (<20 employees),12330
Human Resources And Internal Operatons Manager,Healthcare It,12331
Chief Information Officer,Education (Higher Education),12332
Postdoctoral Research Fellow,Scientific Research,12333
Care Coordinator,Insurance,12334
Underwriter,Business Or Consulting,12335
Cpg Marketing Analyst,"Marketing, Advertising And Pr",12336
Provider Network Auditor,Social Work,12337
Frontend Designer,Computing Or Tech,12338
